DATE,PARTY NAME,BILL,ITEM,MAKE,QTY,RATE,TOTAL,PARTY,EX RATE,TOTAL,BROK.TIME,OTHER NOTI.,PAY DATE
09-07-2021,MASRANI MILL GIIN STORE,624,,HKG,1,1665,1665,KOHINOOR BRGS,,0,MARCH,,
09-08-2021,MASRANI MILL GIIN STORE,850,HE 2310,HKG,25,95,2375,KOHINOOR BRGS,,0,MARCH,,
09-08-2021,MASRANI MILL GIIN STORE,867,,HKG,1,4445,4445,KOHINOOR BRGS,,0,MARCH,,
09-08-2021,MASRANI MILL GIIN STORE,X,MS 9,NBC,1,488,488,KOHINOOR BRGS,,0,MARCH,,
18-08-2021,MASRANI MILL GIIN STORE,955,,HKG,1,3450,3450,N M SALES AG,,0,MARCH,,
19-08-2021,MASRANI MILL GIIN STORE,961,,HKG,1,5585,5585,KOHINOOR BRGS,,0,MARCH,,
23-08-2021,MASRANI MILL GIIN STORE,996,,HKG,1,1475,1475,KOHINOOR BRGS,,0,MARCH,,
06-09-2021,MASRANI MILL GIIN STORE,1125,,HKG,1,1070,1070,KOHINOOR BRGS,,0,MARCH,,
06-09-2021,MASRANI MILL GIIN STORE,1126,,HKG,1,1901,1901,KOHINOOR BRGS,,0,MARCH,,
11-09-2021,MASRANI MILL GIIN STORE,2071,,HKG,1,4900.8,4900.8,KOHINOOR BRGS,,0,MARCH,,
30-09-2021,MASRANI MILL GIIN STORE,1221,,HKG,1,4391,4391,KOHINOOR BRGS,,0,MARCH,,
04-10-2021,MASRANI MILL GIIN STORE,1345,,HKG,1,2090,2090,KOHINOOR BRGS,,0,MARCH,,
20-10-2021,MASRANI MILL GIIN STORE,1480,,HKG,1,2612.5,2612.5,KOHINOOR BRGS,,0,MARCH,,
16-11-2021,MASRANI MILL GIIN STORE,1662,,HKG,1,3605,3605,KOHINOOR BRGS,,0,MARCH,,
15-12-2021,MASRANI MILL GIIN STORE,SALE,,HKG,1,7260,7260,KOHINOOR BRGS,,0,MARCH,,
11-01-2022,MASRANI MILL GIIN STORE,3805,HE 2310,HKG,20,104.5,2090,KOHINOOR BRGS,,0,MARCH,,
18-01-2022,MASRANI MILL GIIN STORE,SALE,HE 2310,HKG,20,104.5,2090,KOHINOOR BRGS,,0,MARCH,,
04-02-2022,MASRANI MILL GIIN STORE,SALE,MB 38,HKG,20,377.5,7550,KOHINOOR BRGS,,0,MARCH,,
23-03-2022,MASRANI MILL GIIN STORE,X,HE 2310,HKG,50,112.86,5643,KOHINOOR BRGS,,0,MARCH,,
24-03-2022,MASRANI MILL GIIN STORE,X,HE 2310,HKG,9,112.86,1015.74,KOHINOOR BRGS,,0,MARCH,,
31-03-2022,MILL STORES CROP,7686,3213 A,SKF,2,8495.4,16990.8,N M SALES AG,,0,MARCH,,
29-09-2021,MITESH ENTER,SALE,UCP 215,TR,1,2750,2750,HARSH SALES CORP,,0,MARCH,,
08-12-2021,MITESH ENTER,SALE,UCF 318,TR,1,12800,12800,M/S KUNJAN TRAD.CO,,0,MARCH,,
09-10-2021,MTC,2880,KM10/6,MTC,1,5104.8,5104.8,KOHINOOR BRGS,,0,MARCH,,
26-10-2021,MTC,1686,KM 8,MTC,60,36,2160,N M SALES AG,,0,MARCH,,
16-11-2021,MTC,2964,,MTC,1,2918.4,2918.4,KOHINOOR BRGS,,0,MARCH,,
19-11-2021,MTC,3021,,MTC,1,1363.2,1363.2,KOHINOOR BRGS,,0,MARCH,,
23-11-2021,MTC,3070,,MTC,1,4022.4,4022.4,KOHINOOR BRGS,,0,MARCH,,
01-12-2021,MTC,3284,,MTC,1,1425.6,1425.6,KOHINOOR BRGS,,0,MARCH,,
07-12-2021,MTC,3375,MB 3,MTC,1,1152,1152,KOHINOOR BRGS,,0,MARCH,,
15-12-2021,MTC,3522,,MTC,1,6052.8,6052.8,KOHINOOR BRGS,,0,MARCH,,
18-12-2021,MTC,3573,,MTC,1,2208,2208,KOHINOOR BRGS,,0,MARCH,,
22-12-2021,MTC,3627,MB 13,MTC,1,960,960,KOHINOOR BRGS,,0,MARCH,,
08-01-2022,MTC,3896,,MTC,1,1814.6,1814.6,KOHINOOR BRGS,,0,MARCH,,
11-01-2022,MTC,3936,S 515,MTC,1,4386.72,4386.72,GAUTTAM ENT.,,0,MARCH,,
25-01-2022,MTC,4136,KM 8,MTC,100,36,3600,N M SALES AG,,0,MARCH,,
04-02-2022,MTC,4239,,MTC,1,3254.4,3254.4,KOHINOOR BRGS,,0,MARCH,,
07-02-2022,MTC,4336,SN 515,MTC,1,13243,13243,GAUTTAM ENT.,,0,MARCH,,
11-02-2022,MTC,4360,,MTC,1,5906,5906,GAUTTAM ENT.,,0,MARCH,,
18-02-2022,MTC,4505,,MTC,1,3729.6,3729.6,KOHINOOR BRGS,,0,MARCH,,
19-02-2022,MTC,SALE,H 3156,MTC,1,6676.9,6676.9,GAUTTAM ENT.,,0,MARCH,,
21-02-2022,MTC,4544,H 3156,MTC,1,6676.9,6676.9,GAUTTAM ENT.,,0,MARCH,,
21-02-2022,MTC,4540,,MTC,1,3288,3288,KOHINOOR BRGS,,0,MARCH,,
22-02-2022,MTC,4565,MB6/7,MTC,100,17.28,1728,KOHINOOR BRGS,,0,MARCH,,
28-02-2022,mtc,4633,,mtc,1,2798.4,2798.4,KOHINOOR BRGS,,0,MARCH,,
07-03-2022,MTC,4735,,MTC,1,2737.92,2737.92,KOHINOOR BRGS,,0,MARCH,,
10-03-2022,MTC,4780,KM 13,MTC,1,1276.8,1276.8,KOHINOOR BRGS,,0,MARCH,,
17-03-2022,MTC,4901,,MTC,1,2140.8,2140.8,KOHINOOR BRGS,,0,MARCH,,
24-03-2022,MTC,5005,,MTC,1,5378.4,5378.4,KOHINOOR BRGS,,0,MARCH,,
28-03-2022,MTC,5052,,MTC,1,3660,3660,N M SALES AG,,0,MARCH,,
31-05-2021,MUKUND BEARING,SALE,6204,SKF,6,124.8,748.8,VIRAJ ENTER.,,0,MARCH,,
31-05-2021,MUKUND BEARING,SALE,32004,SKF,24,261,6264,VIRAJ ENTER.,,0,MARCH,,
02-06-2021,MUKUND BEARING,SALE,32216,SKF,6,1452,8712,GAUTTAM ENT.,,0,MARCH,,
02-06-2021,MUKUND BEARING,SALE,32220,SKF,2,3418.35,6836.7,GAUTTAM ENT.,,0,MARCH,,
24-06-2021,MUKUND BEARING,SALE,32005,SKF,26,177.32,4610.32,GAUTTAM ENT.,,0,MARCH,,
28-06-2021,MUKUND BEARING,SALE,30309,SKF,4,765,3060,KOHINOOR BRGS,,0,MARCH,,
03-06-2021,MUKUND BEARING,X,6406,NBC,12,398,4776,KOHINOOR BRGS,,0,MARCH,,
22-06-2021,MUKUND BEARING,469,14131/276,NBC,15,381.66,5725,N M SALES AG,,0,MARCH,,
16-08-2021,MUKUND BEARING,SALE,61902 ZZ,SKF,30,150,4500,KOHINOOR BRGS,,0,MARCH,,
23-09-2021,MUKUND BEARING,1488,6406,NBC,15,363.97,5459.55,N M SALES AG,,0,MARCH,,
22-03-2022,MUKUND BEARINGS,3860,14131/276,NBC,1,7338.38,7338.38,N M SALES AG,,0,MARCH,,
28-09-2021,NEW AGE BEARINGS P LTD,SALE,29415,FAG,2,17500,35000,GAUTTAM ENT.,,0,MARCH,,
25-11-2021,NEW AGE BEARINGS P LTD,SALE,23156 BK-XL,FAG,1,110000,110000,GAUTTAM ENT.,,0,MARCH,,
28-01-2022,NEW AGE BEARINGS P LTD,SALE,23156 K C3,FAG,1,108000,108000,GAUTTAM ENT.,,0,MARCH,,
19-02-2022,NEW AGE BEARINGS P LTD,SALE,23156 K C3,FAG,1,108000,108000,GAUTTAM ENT.,,0,MARCH,,
04-03-2022,NEW AGE BEARINGS P LTD,SALE,51208,FAG,2,800,1600,VIRAJ ENTER.,,0,MARCH,,
11-03-2022,NEW AGE BEARINGS P LTD,SALE,1204 TVP,FAG,27,650,17550,GAUTTAM ENT.,,0,MARCH,,
28-03-2022,NEW AGE BEARINGS P LTD,SALE,51208,FAG,1,800,800,GAUTTAM ENT.,,0,MARCH,,
05-04-2021,NILESH BEARINGS ,64,1205,SKF,30,867,26010,R K ENT.,108,3240,MARCH,,
28-06-2021,NILESH BEARINGS ,SALE,29424 E,SKF,1,45599,45599,GAUTTAM ENT.,,0,MARCH,,
19-09-2020,NILESH BEARINGS ,RECD,6314 C 4,SKF,4,3008,12032,KOHINOOR BEARING,52,208,MARCH,,
24-07-2021,NILESH BEARINGS ,SALE,29424 E,SKF,1,45599,45599,GAUTTAM ENT.,,0,MARCH,,
09-09-2021,NILESH BEARINGS ,SALE,UCP 206,SKF,8,734,5872,KOHINOOR BRGS,,0,MARCH,,
06-10-2021,NILESH BEARINGS ,SALE,UCP 212,SKF,2,2231.83,4463.66,GAUTTAM ENT.,,0,MARCH,,
22-10-2021,NILESH BEARINGS ,SALE,29326 E,SKF,1,40905,40905,GAUTTAM ENT.,,0,MARCH,,
30-11-2021,NILESH BEARINGS ,SALE,UCF 212,SKF,4,2019.83,8079.32,GAUTTAM ENT.,,0,MARCH,,
01-01-2022,NILESH BEARINGS ,326,UCP 215,SKF,2,4044,8088,KOHINOOR BRGS,,0,MARCH,,
07-02-2022,NILESH BEARINGS ,3748,2202 ETN 9 2RS,SKF,50,1356.88,67844,R K ENT.,121,6050,MARCH,,
16-02-2022,NILESH BEARINGS ,3907,ucp 212,skf,2,2400,4800,VIRAJ ENTER.,,0,MARCH,,
16-03-2022,NILESH BEARINGS ,SALE,UCP 212,SKF,2,2270,4540,VIRAJ ENTER.,92,184,MARCH,,
18-08-2021,P MAHERA DELHI,SALE,ZKLF 2575,INA,1,7800,7800,GAUTTAM ENT.,,0,MARCH,,
26-08-2021,P MAHERA DELHI,395,NATB 5906,INA,47,1360,63920,KOHINOOR BRGS,,0,MARCH,,
26-08-2021,P MAHERA DELHI,395,NATB 5906,INA,40,1500,60000,KOHINOOR BRGS,,0,MARCH,,
09-07-2021,padmasons ind.solustions,SALE,UKFC 211,NTN,1,3200,3200,KOHINOOR BRGS,,0,MARCH,,
13-08-2021,padmasons ind.solustions,SALE,UCFC 210,NTN,2,1850,3700,HARSH SALES CORP,,0,MARCH,,
16-10-2021,padmasons ind.solustions,SALE,UCUP 205,NTN,2,900,1800,GAUTTAM ENT.,,0,MARCH,,
18-10-2021,padmasons ind.solustions,SALE,UCP 208,NTN,2,1175,2350,GAUTTAM ENT.,,0,MARCH,,
18-10-2021,padmasons ind.solustions,SALE,UCP 210,NTN,1,1500,1500,GAUTTAM ENT.,,0,MARCH,,
10-11-2021,padmasons ind.solustions,SALE,UC 206,NTN,12,500,6000,BHAVYA ENT,,0,MARCH,,
31-03-2022,padmasons ind.solustions,SALE,UCFC 210,NTN,8,1900,15200,GAUTTAM ENT.,,0,MARCH,,
31-03-2022,padmasons ind.solustions,SALE,UCFC 212,NTN,2,3000,6000,GAUTTAM ENT.,,0,MARCH,,
31-03-2022,padmasons ind.solustions,SALE,UCFC 214,NTN,2,4825,9650,GAUTTAM ENT.,,0,MARCH,,
31-03-2022,padmasons ind.solustions,SALE,UCFL 204,NTN,10,640,6400,GAUTTAM ENT.,,0,MARCH,,
18-10-2021,PINAKIN -AJMERA,SALE,RNA 6918,NTN,2,4800,9600,GAUTTAM ENT.,,0,MARCH,,
17-11-2021,PINAKIN -AJMERA,SALE,NATV 12 V UUR,IKO,2,550,1100,GAUTTAM ENT.,,0,MARCH,,
17-11-2021,PINAKIN -AJMERA,SALE,RNA 6918,NTN,4,4600,18400,GAUTTAM ENT.,200,800,MARCH,,
07-12-2021,PINAKIN -AJMERA,SALE,RNA 6918,NTN,4,4600,18400,GAUTTAM ENT.,200,800,MARCH,,
16-02-2022,PINAKIN -AJMERA,SALE,CF 20 B UU,IKO,21,1100,0,GAUTTAM ENT.,35,735,MARCH,,
21-02-2022,PINAKIN -AJMERA,SALE,RNA 6918,NTN,4,4600,18400,GAUTTAM ENT.,200,800,MARCH,,
30-03-2022,PINAKIN -AJMERA,SALE,RNA 6918,NTN,1,4600,4600,GAUTTAM ENT.,200,200,MARCH,,
13-10-2021,POLITE ENTERPRISE,SALE,UCP 205-1,CHINA,8,140,1120,HARSH SALES CORP,,0,MARCH,,
13-10-2021,POLITE ENTERPRISE,SALE,UCP 208,CHINA,8,300,2400,HARSH SALES CORP,,0,MARCH,,
14-10-2021,POLITE ENTERPRISE,SALE,UCP 211,CHINA,2,500,1000,KOHINOOR BRGS,,0,MARCH,,
14-10-2021,POLITE ENTERPRISE,SALE,UCP 212,CHINA,2,675,1350,KOHINOOR BRGS,,0,MARCH,,
20-10-2021,POLITE ENTERPRISE,SALE,UCFL 206,BBZ,40,205,8200,KOHINOOR BRGS,,0,MARCH,,
26-10-2021,POLITE ENTERPRISE,SALE,UCP 211,TRU,4,500,2000,KOHINOOR BRGS,,0,MARCH,,
26-10-2021,POLITE ENTERPRISE,SALE,UCF 205,BBZ,8,150,1200,KOHINOOR BRGS,,0,MARCH,,
30-10-2021,POLITE ENTERPRISE,SALE,UCP 212,CHINA,4,665,2660,M/S KUNJAN TRAD.CO,,0,MARCH,,
13-11-2021,POLITE ENTERPRISE,SALE,UCPA 204,HTS,15,140,2100,KOHINOOR BRGS,10,150,MARCH,,
19-11-2021,POLITE ENTERPRISE,SALE,UCT 206,AMS,10,235,2350,KOHINOOR BRGS,,0,MARCH,,
19-11-2021,POLITE ENTERPRISE,SALE,UCUP 206,CME,10,245,2450,KOHINOOR BRGS,,0,MARCH,,
20-11-2021,POLITE ENTERPRISE,SALE,UCF 206,KHK,26,395,10270,N M SALES AG,,0,MARCH,,
20-11-2021,POLITE ENTERPRISE,SALE,UCP 204,AMS,25,125,3125,KOHINOOR BRGS,,0,MARCH,,
02-12-2021,POLITE ENTERPRISE,SALE,UCF 206,CHINA,2,200,400,VIRAJ ENTER.,,0,MARCH,,
02-12-2021,POLITE ENTERPRISE,SALE,UCT 206,CHINA,2,250,500,VIRAJ ENTER.,,0,MARCH,,
02-12-2021,POLITE ENTERPRISE,SALE,UCFC 207,CHINA,2,300,600,VIRAJ ENTER.,,0,MARCH,,
29-12-2021,POLITE ENTERPRISE,SALE,UCF 204,CHINA,10,120,1200,KOHINOOR BRGS,,0,MARCH,,
29-12-2021,POLITE ENTERPRISE,SALE,UCF 205,CHINA,10,135,1350,KOHINOOR BRGS,,0,MARCH,,
31-01-2022,POLITE ENTERPRISE,SALE,UCT 206,CHINA,10,230,2300,KOHINOOR BRGS,,0,MARCH,,
31-01-2022,POLITE ENTERPRISE,SALE,UCPA 206,CHINA,5,235,1175,KOHINOOR BRGS,,0,MARCH,,
31-01-2022,POLITE ENTERPRISE,SALE,UCP 204,CHINA,15,120,1800,KOHINOOR BRGS,,0,MARCH,,
18-02-2022,POLITE ENTERPRISE,SALE,UCP 204,CHINA,30,118,3540,KOHINOOR BRGS,,0,MARCH,,
18-02-2022,POLITE ENTERPRISE,SALE,UCFL 205,CHINA,15,135,2025,KOHINOOR BRGS,,0,MARCH,,
18-02-2022,POLITE ENTERPRISE,SALE,UCT 205,CHINA,15,180,2700,KOHINOOR BRGS,,0,MARCH,,
05-03-2022,POLITE ENTERPRISE,SALE,UCFL 204,CME,20,118,2360,KOHINOOR BRGS,,0,MARCH,,
15-03-2022,POLITE ENTERPRISE,SALE,UCP 206,CME,10,180,1800,KOHINOOR BRGS,,0,MARCH,,
25-03-2022,POLITE ENTERPRISE,SALE,UCFL 205,CME,12,130,1560,KOHINOOR BRGS,,0,MARCH,,
25-03-2022,POLITE ENTERPRISE,SALE,UCT 205,CME,10,175,1750,KOHINOOR BRGS,,0,MARCH,,
05-04-2021,PRATIK CORP,SALE,1312,FAG,2,29500,59000,HARSH SALES CORP,,0,MARCH,,
10-05-2021,PRATIK CORP,SALE,2312 C3,FAG,10,4300,43000,KOHINOOR BRGS,,0,MARCH,,
10-05-2021,PRATIK CORP,SALE,32015 X,FAG,2,1625,3250,KOHINOOR BRGS,,0,MARCH,,
31-05-2021,PRATIK CORP,1060,2312 C3,FAG,2,4300,8600,KOHINOOR BRGS,,0,MARCH,,
28-06-2021,PRATIK CORP,1651,UCT 214,FAG,1,4395,4395,KOHINOOR BRGS,,0,MARCH,,
03-08-2021,PRATIK CORP,SALE,51106,FAG,20,300.7,6014,GAUTTAM ENT.,,0,MARCH,,
29-10-2021,PRATIK CORP,SALE,4205,FAG,2,775,1550,KOHINOOR BRGS,,0,MARCH,,
27-11-2021,PRATIK CORP,SALE,51204,FAG,5,360,1800,GAUTTAM ENT.,,0,MARCH,,
05-04-2021,PREKSHA PRECIMEX,SALE,HGW30 CC,HIWIN,3,1050,3150,GAUTTAM ENT.,,0,MARCH,,
20-04-2021,PREKSHA PRECIMEX,119,HGH 15,HIWIN,2,1125,2250,KOHINOOR BRGS,50,100,MARCH,,
20-04-2021,PREKSHA PRECIMEX,119,HGR 15 1XMTR,HIWIN,1,2650,2650,KOHINOOR BRGS,,0,MARCH,,
18-05-2021,PREKSHA PRECIMEX,SALE,MGN 9 H,HIWIN,4,1200,4800,GAUTTAM ENT.,,0,MARCH,,
11-06-2021,PREKSHA PRECIMEX,SALE,SBI 30 L,SBL,6,2650,15900,GAUTTAM ENT.,,0,MARCH,,
05-07-2021,PREKSHA PRECIMEX,SALE,MSA 35 ASSFC,PMI,2,4300,8600,GAUTTAM ENT.,,0,MARCH,,
06-09-2021,PREKSHA PRECIMEX,SALE,HGH 35 CA,HIWIN,4,2850,11400,KOHINOOR BRGS,,0,MARCH,,
29-09-2021,PREKSHA PRECIMEX,SALE,HGH 35 CA,HIWIN,52,2800,145600,KOHINOOR BRGS,,0,MARCH,,
11-12-2021,PREKSHA PRECIMEX,SALE,HGR 25X1000,HIWIN,2,3900,7800,GAUTTAM ENT.,,0,MARCH,,
13-12-2019,R MAHETA & BROS,SALE,7205 CTRDULP3,RHP,3,5400,16200,JAYDEEP ENT.,,0,MARCH,,
31-10-2020,R MAHETA & BROS,SALE,NBU 15/50GRM,NBU,2,800,1600,KOHINOOR BEARING,,0,MARCH,,
12-04-2021,R P IMPEX,168,7214 BEP,SKF,12,3299.52,39594.24,KOHINOOR BRGS,68.4,820.8,MARCH,,
12-04-2021,R P IMPEX,168,NU 2214 ECP,SKF,6,5059.6,30357.6,KOHINOOR BRGS,97.6,585.6,MARCH,,
12-05-2021,R P IMPEX,SALE,4202 ATN9,SKF,20,902.08,18041.6,KOHINOOR BRGS,,0,MARCH,,
25-05-2021,R P IMPEX,SALE,2206 2RS,SKF,12,1379.56,16554.72,KOHINOOR BRGS,26.5,318,MARCH,,
25-05-2021,R P IMPEX,SALE,63007 2RS,SKF,2,976.45,1952.9,KOHINOOR BRGS,,0,MARCH,,
31-05-2021,R P IMPEX,959,22218 E,SKF,2,6600,13200,N M SALES AG,100,200,MARCH,,
31-05-2021,R P IMPEX,959,6018 ZZ,SKF,2,2717.64,5435.28,N M SALES AG,,0,MARCH,,
01-06-2021,R P IMPEX,985,16006,SKF,1,516.25,516.25,KOHINOOR BRGS,,0,MARCH,,
01-06-2021,R P IMPEX,985,22210 EK,SKF,2,3250,6500,KOHINOOR BRGS,,0,MARCH,,
01-06-2021,R P IMPEX,985,3310 A,SKF,2,4450,8900,KOHINOOR BRGS,100,200,MARCH,,
22-06-2021,R P IMPEX,1492,22211 EK,SKF,2,3300,6600,KOHINOOR BRGS,,0,MARCH,,
29-06-2021,R P IMPEX,1653,2202 2RS,SKF,10,1405.34,14053.4,R K ENT.,48.46,484.6,MARCH,,
05-07-2021,R P IMPEX,1801,2211 EK,SKF,1,2120.97,2120.97,KOHINOOR BRGS,,0,MARCH,,
21-07-2021,R P IMPEX,2199,4202,SKF,15,950.4,14256,KOHINOOR BRGS,,0,MARCH,,
10-08-2021,R P IMPEX,SALE,6021,SKF,1,4486.27,4486.27,KOHINOOR BRGS,,0,MARCH,,
25-10-2021,R P IMPEX,SALE,6319/C3,SKF,2,7237.08,14474.16,VISHAL RG.CORP,,0,MARCH,,
17-01-2022,R P IMPEX,6058,6015 ZZ,SKF,2,2004,4008,KOHINOOR BRGS,,0,MARCH,,
18-01-2022,R P IMPEX,SALE,7201 BEP,SKF,2,1166.4,2332.8,GAUTTAM ENT.,,0,MARCH,,
07-03-2022,R P IMPEX,7012,6318 C3,SKF,1,6200,6200,KOHINOOR BRGS,,0,MARCH,,
12-03-2022,R P IMPEX,SALE,6317 C3,SKF,2,5226.33,10452.66,GAUTTAM ENT.,,0,MARCH,,
11-09-2021,RAMESH BEARING ENT.,SALE,2211 K,URB,4,637,2548,KOHINOOR BRGS,,0,MARCH,,
05-04-2021,RNS BEARINGS,1023,6207 Z ,FAG,56,205,11480,KOHINOOR BRGS,,0,MARCH,,
12-04-2021,RNS BEARINGS,1069,6207 Z,FAG,72,205,14760,KOHINOOR BRGS,,0,MARCH,,
21-06-2021,RNS BEARINGS,SALE,22216 K C3,FAG,16,2863.96,45823.36,GAUTTAM ENT.,,0,MARCH,,
07-07-2021,RNS BEARINGS,SALE,UCF 208,FAG,4,919.5,3678,N M SALES AG,,0,MARCH,,
21-07-2021,RNS BEARINGS,SALE,UCFL 207,FAG,4,899,3596,GAUTTAM ENT.,,0,MARCH,,
04-08-2021,RNS BEARINGS,SALE,6215,HCH,1,667.59,667.59,KOHINOOR BRGS,,0,MARCH,,
04-08-2021,RNS BEARINGS,SALE,6315,HCH,1,2070.12,2070.12,KOHINOOR BRGS,,0,MARCH,,
22-09-2021,RNS BEARINGS,SALE,6305,FAG,10,119.85,1198.5,KOHINOOR BRGS,,0,MARCH,,
27-09-2021,RNS BEARINGS,SALE,22213 K C3,FAG,2,2458.35,4916.7,KOHINOOR BRGS,,0,MARCH,,
09-11-2021,RNS BEARINGS,2675,6006,FAG,126,123.93,15615.18,N M SALES AG,,0,MARCH,,
10-12-2021,RNS BEARINGS,2980,UCF 206/09,FAG,1,25927.2,25927.2,N M SALES AG,,0,MARCH,,
25-12-2021,RNS BEARINGS,3169,22228 K,FAG,2,13038.52,26077.04,KOHINOOR BRGS,,0,MARCH,,
19-03-2022,RNS BEARINGS,SALE,22222K,FAG,4,7335.84,29343.36,GAUTTAM ENT.,,0,MARCH,,
24-03-2022,ROLLWELL BRG.CORP,SALE,GE 60 ES 2RS,IKO,6,1350,8100,GAUTTAM ENT.,,0,MARCH,,
12-04-2021,SANGAM ENTERPRISE,110,,SMS,1,912,912,KOHINOOR BRGS,,0,MARCH,,
19-05-2021,SANGAM ENTERPRISE,396,KM 13/MB 13,SMS,1,322,322,KOHINOOR BRGS,,0,MARCH,,
20-05-2021,SANGAM ENTERPRISE,407,KM 24,SMS,1,1682,1682,KOHINOOR BRGS,,0,MARCH,,
21-06-2021,SANGAM ENTERPRISE,664,fs 460,,15,28,420,KOHINOOR BRGS,,0,MARCH,,
22-06-2021,SANGAM ENTERPRISE,689,MB 12,SMS,1,1873.8,1873.8,KOHINOOR BRGS,,0,MARCH,,
24-06-2021,SANGAM ENTERPRISE,711,MB 9,SMS,300,10.5,3150,KOHINOOR BRGS,,0,MARCH,,
02-07-2021,SANGAM ENTERPRISE,789,,SMS,1,1867.5,1867.5,KOHINOOR BRGS,,0,MARCH,,
09-07-2021,SANGAM ENTERPRISE,854,,SMS,1,166.5,166.5,KOHINOOR BRGS,,0,MARCH,,
12-07-2021,SANGAM ENTERPRISE,SALE,KM 20,SMS,63,176.16,11098.08,GAUTTAM ENT.,,0,MARCH,,
21-07-2021,SANGAM ENTERPRISE,X,KM/MB 10,SMS,1,55,55,KOHINOOR BRGS,,0,MARCH,,
30-07-2021,SANGAM ENTERPRISE,SALE,,SMS,1,5530,5530,KOHINOOR BRGS,,0,MARCH,,
21-08-2021,SANGAM ENTERPRISE,1271,,SMS,1,14292,14292,KOHINOOR BRGS,,0,MARCH,,
26-08-2021,SANGAM ENTERPRISE,1328,,SMS,1,16758,16758,KOHINOOR BRGS,,0,MARCH,,
27-08-2021,SANGAM ENTERPRISE,SALE,H 217,SMS,1,225,225,KOHINOOR BRGS,,0,MARCH,,
06-09-2021,SANGAM ENTERPRISE,1447,,SMS,1,13793.65,13793.65,KOHINOOR BRGS,,0,MARCH,,
07-09-2021,SANGAM ENTERPRISE,1470,,SMS,1,3902.6,3902.6,KOHINOOR BRGS,,0,MARCH,,
04-10-2021,SANGAM ENTERPRISE,SALE,H 317,SMS,1,1237.5,1237.5,KOHINOOR BRGS,,0,MARCH,,
12-10-2021,SANGAM ENTERPRISE,1848,,SMS,1,6300,6300,KOHINOOR BRGS,,0,MARCH,,
20-10-2021,SANGAM ENTERPRISE,SALE,KM 25,SMS,1,903,903,KOHINOOR BRGS,,0,MARCH,,
22-10-2021,SANGAM ENTERPRISE,1966,,SMS,1,652,652,KOHINOOR BRGS,,0,MARCH,,
11-12-2021,SANGAM ENTERPRISE,2483,,SMS,1,522,522,KOHINOOR BRGS,,0,MARCH,,
24-12-2021,SANGAM ENTERPRISE,2616,2616,SMS,1,1673,1673,KOHINOOR BRGS,,0,MARCH,,
25-12-2021,SANGAM ENTERPRISE,2627,,SMS,1,2821,2821,KOHINOOR BRGS,,0,MARCH,,
02-02-2022,SANGAM ENTERPRISE,3036,,SMS,1,6678,6678,KOHINOOR BRGS,,0,MARCH,,
04-02-2022,SANGAM ENTERPRISE,3054,MB 38,SMS,26,377.5,9815,KOHINOOR BRGS,,0,MARCH,,
08-02-2022,SANGAM ENTERPRISE,3095,,SMS,1,1673,1673,KOHINOOR BRGS,,0,MARCH,,
01-03-2022,SANGAM ENTERPRISE,3303,H317,SMS,2,247.5,495,KOHINOOR BRGS,,0,MARCH,,
15-03-2022,SANGAM ENTERPRISE,3453,SN 512,SMS,2,858.5,1717,KOHINOOR BRGS,,0,MARCH,,
03-06-2021,SANJAY OT,SALE,61904 2RS,SKF,5,497,2485,KOHINOOR BRGS,,0,MARCH,,
28-06-2021,SANJAY OT,SALE,2202 2RS,SKF,30,1429.57,42887.1,R K ENT.,24+43,1710,MARCH,,
05-07-2021,SANJAY OT,SALE,6902 2RS,SKF,4,489,1956,KOHINOOR BRGS,,0,MARCH,,
16-08-2021,SANJAY OT,SALE,33211,SKF,2,2368.6,4737.2,KOHINOOR BRGS,45.5,91,MARCH,,
18-10-2021,SANJAY OT,SALE,6902 2RS/635 ZZ,SKF,10,678.8,6788,KOHINOOR BRGS,,0,MARCH,,
27-10-2021,SANJAY OT,SALE,16901 ZZ,SKF,3,416,1248,KOHINOOR BRGS,,0,MARCH,,
27-10-2021,SANJAY OT,SALE,6008 2RS,SKF,10,465,4650,N M SALES AG,,0,MARCH,,
29-10-2021,SANJAY OT,SALE,4206,SKF,1,2052,2052,KOHINOOR BRGS,,0,MARCH,,
30-10-2021,SANJAY OT,1641,61900 ZZ,SKF,20,447,8940,KOHINOOR BRGS,,0,MARCH,,
01-11-2021,SANJAY OT,SALE,6212 ZZ C4,SKF,2,1850,3700,VIKAS TRADING CO,50,100,MARCH,,
18-12-2021,SANJAY OT,1992,NUP 307 ECP,SKF,1,3368,3368,KOHINOOR BRGS,58,58,MARCH,,
07-01-2022,SANJAY OT,SALE,NUP 307 ECP,SKF,2,3484,6968,KOHINOOR BRGS,116,232,MARCH,,
25-01-2022,SANJAY OT,SALE,7204,SKF,3,1045.94,3137.82,GAUTTAM ENT.,,0,MARCH,,
18-10-2021,shri arihant impex ,SALE,16004,SKF,4,311.4,1245.6,GAUTTAM ENT.,,0,MARCH,,
29-10-2021,shri arihant impex ,X,4204,SKF,1,1300,1300,KOHINOOR BRGS,,0,MARCH,,
20-08-2021,shri arihant impex ,SALE,22222 ek,SKF,4,12400,49600,KOHINOOR BRGS,,0,MARCH,,
11-12-2021,shri arihant impex ,SALE,7205,SKF,2,1100,2200,KOHINOOR BRGS,,0,MARCH,,
